p,theta,z,L,E,ω,grid_points,grid_size,finite_Nc1,large_Nc1,true_Nc1,finite_Nc2,large_Nc2,diag_Nc2,true_Nc2_diag,largeNc/finiteNc1,largeNc/finiteNc2,diagNc/finiteNc2,error1,error2,time
4.589,0.21,0.324,2.0,100,21.89,50,2,(94.976-387.191j),(94.575-386.663j),(54.951-322.3j),(90.794-397.3j),(91.041-397.464j),(91.041-397.464j),(112.377-475.275j),1.0,1.0,1.08,0.19,0.148,0 days 01:23:50.434531
7.088,0.324,0.324,2.0,100,21.89,50,3,(199.641-226.281j),(199.026-226.241j),(19.349-227.647j),(212.286-244.637j),(212.423-244.524j),(212.423-244.524j),(19.349-227.647j),1.0,1.0,1.07,0.596,0.627,0 days 00:35:44.974045
7.088,0.324,0.324,2.0,100,21.89,60,3,(64.902-358.721j),(64.525-358.218j),(19.349-227.647j),(64.311-361.992j),(64.526-362.211j),(64.526-362.211j),(40.6-447.733j),0.99,1.0,1.01,0.38,0.189,0 days 01:56:16.906704
7.088,0.324,0.324,2.0,100,21.89,50,2,(40.214-358.63j),(39.903-358.209j),(19.349-227.647j),(41.105-360.055j),(41.246-360.245j),(41.246-360.245j),(40.6-447.733j),0.99,1.0,1.01,0.367,0.218,0 days 01:24:28.950288
10.947,0.5,0.324,2.0,100,21.89,40,3,failed,failed,failed,failed,failed,,,failed,failed,,failed,,0 days 00:02:22.926999
10.947,0.5,0.324,2.0,100,21.89,50,3,(31.48-9.143j),(31.386-9.185j),(7.978-168.92j),(76.292-20.336j),(76.122-20.437j),(76.122-20.437j),(7.978-168.92j),1.0,1.0,0.77,4.937,2.698,0 days 00:35:41.947649
10.947,0.5,0.324,2.0,100,21.89,60,3,(65.342-23.05j),(65.186-23.079j),(7.978-168.92j),(107.852-37.805j),(107.704-37.884j),(107.704-37.884j),(16.198-444.487j),1.0,1.0,0.86,2.265,4.338,0 days 01:56:02.003674
10.947,0.5,0.324,2.0,100,21.89,50,2,(132.695-381.364j),(132.237-380.888j),(7.978-168.92j),(129.662-396.264j),(129.909-396.355j),(129.909-396.355j),(16.198-444.487j),1.0,1.0,1.1,0.609,0.303,0 days 01:26:37.372780
0.25,0.01,0.5,2.0,100,25.0,40,3,failed,failed,failed,failed,failed,,,failed,failed,,failed,,0 days 00:03:13.394461
0.25,0.01,0.5,2.0,100,25.0,50,3,(3.025-0.625j),(2.979-0.637j),(3.038-0.625j),(54.26-8.456j),(54.037-8.619j),(54.037-8.619j),(3.038-0.625j),0.98,1.0,0.54,0.02,0.896,0 days 00:35:40.731176
0.25,0.01,0.5,2.0,100,25.0,60,3,(3.048-0.615j),(3.002-0.624j),(3.038-0.625j),(53.198-8.275j),(53.024-8.45j),(53.024-8.45j),(28.402-3.704j),0.99,1.0,0.54,0.012,0.012,0 days 01:56:47.377015
0.25,0.01,0.5,2.0,100,25.0,50,2,(3.058-0.621j),(3.011-0.626j),(3.038-0.625j),(52.69-8.21j),(52.541-8.392j),(52.541-8.392j),(28.402-3.704j),0.98,1.0,0.54,0.009,0.003,0 days 01:17:41.639086
0.386,0.015,0.5,2.0,100,25.0,50,3,(7.141-1.543j),(7.089-1.557j),(7.222-1.527j),(58.029-9.713j),(57.803-9.867j),(57.803-9.867j),(7.222-1.527j),0.99,1.0,0.58,0.019,0.783,0 days 00:35:39.736870
0.386,0.015,0.5,2.0,100,25.0,60,3,(7.186-1.516j),(7.136-1.527j),(7.222-1.527j),(57.069-9.552j),(56.893-9.719j),(56.893-9.719j),(32.66-4.629j),0.99,1.0,0.58,0.012,0.008,0 days 01:55:22.244806
0.386,0.015,0.5,2.0,100,25.0,50,2,(7.212-1.525j),(7.161-1.531j),(7.222-1.527j),(56.628-9.506j),(56.479-9.684j),(56.479-9.684j),(32.66-4.629j),0.99,1.0,0.58,0.008,0.004,0 days 01:17:48.875300
0.596,0.024,0.5,2.0,100,25.0,50,3,(16.865-3.909j),(16.799-3.928j),(17.084-3.848j),(66.91-12.868j),(66.68-13.005j),(66.68-13.005j),(17.084-3.848j),1.0,1.0,0.65,0.017,0.604,0 days 00:35:38.942003
0.596,0.024,0.5,2.0,100,25.0,60,3,(16.938-3.843j),(16.877-3.858j),(17.084-3.848j),(66.17-12.75j),(65.988-12.903j),(65.988-12.903j),(42.739-7.02j),1.0,1.0,0.65,0.012,0.002,0 days 01:57:47.699416
0.596,0.024,0.5,2.0,100,25.0,50,2,(17.017-3.855j),(16.956-3.863j),(17.084-3.848j),(65.905-12.756j),(65.755-12.923j),(65.755-12.923j),(42.739-7.02j),1.0,1.0,0.64,0.007,0.006,0 days 01:18:09.204548
0.921,0.037,0.5,2.0,100,25.0,50,3,(39.395-10.462j),(39.294-10.492j),(39.906-10.31j),(87.359-21.198j),(87.126-21.307j),(87.126-21.307j),(39.906-10.31j),1.0,1.0,0.76,0.016,0.393,0 days 00:35:39.352384
0.921,0.037,0.5,2.0,100,25.0,60,3,(39.516-10.359j),(39.426-10.381j),(39.906-10.31j),(87.111-21.213j),(86.92-21.337j),(86.92-21.337j),(66.297-13.753j),1.0,1.0,0.75,0.012,0.009,0 days 01:48:54.353676
0.921,0.037,0.5,2.0,100,25.0,50,2,(39.782-10.373j),(39.696-10.386j),(39.906-10.31j),(87.337-21.371j),(87.183-21.512j),(87.183-21.512j),(66.297-13.753j),1.0,1.0,0.75,0.005,0.011,0 days 01:18:01.389038
1.422,0.057,0.5,2.0,100,25.0,50,3,(88.328-30.722j),(88.138-30.776j),(90.019-30.533j),(131.152-45.018j),(130.945-45.091j),(130.945-45.091j),(90.019-30.533j),1.0,1.0,0.88,0.02,0.217,0 days 00:35:35.590172
1.422,0.057,0.5,2.0,100,25.0,60,3,(89.178-30.801j),(89.017-30.836j),(90.019-30.533j),(132.511-45.644j),(132.327-45.724j),(132.327-45.724j),(119.274-35.288j),1.0,1.0,0.88,0.011,0.026,0 days 01:50:04.598374
1.422,0.057,0.5,2.0,100,25.0,50,2,(90.161-30.913j),(90.016-30.927j),(90.019-30.533j),(134.158-46.344j),(134-46.433j),(134-46.433j),(119.274-35.288j),1.0,1.0,0.87,0.004,0.021,0 days 01:18:04.228012
2.197,0.088,0.5,2.0,100,25.0,50,3,(175.419-100.466j),(175.037-100.55j),(181.709-99.428j),(205.976-119.376j),(205.948-119.365j),(205.948-119.365j),(181.709-99.428j),1.0,1.0,0.99,0.034,0.105,0 days 00:35:40.135400
2.197,0.088,0.5,2.0,100,25.0,60,3,(180.147-100.38j),(179.815-100.418j),(181.709-99.428j),(212.446-121.462j),(212.366-121.476j),(212.366-121.476j),(222.362-111.932j),1.0,1.0,0.99,0.01,0.06,0 days 01:48:57.490334
2.197,0.088,0.5,2.0,100,25.0,50,2,(184.367-101.488j),(184.084-101.473j),(181.709-99.428j),(218.44-124.358j),(218.33-124.375j),(218.33-124.375j),(222.362-111.932j),1.0,1.0,0.98,0.015,0.041,0 days 01:18:11.293753
3.393,0.136,0.5,2.0,100,25.0,50,3,(235.561-285.274j),(234.958-285.195j),(237.742-291.864j),(244.317-301.061j),(244.575-300.956j),(244.575-300.956j),(237.742-291.864j),1.0,1.0,1.08,0.02,0.068,0 days 00:35:38.224425
3.393,0.136,0.5,2.0,100,25.0,60,3,(242.607-294.794j),(242.037-294.684j),(237.742-291.864j),(252.389-316.345j),(252.607-316.244j),(252.607-316.244j),(309.33-349.867j),1.0,1.0,1.08,0.013,0.128,0 days 01:48:40.897402
3.393,0.136,0.5,2.0,100,25.0,50,2,(253.852-303.643j),(253.351-303.452j),(237.742-291.864j),(264.79-329.529j),(264.926-329.488j),(264.926-329.488j),(309.33-349.867j),1.0,1.0,1.07,0.049,0.088,0 days 01:18:12.391791
5.0,0.2,0.5,2.0,100,25.0,50,3,(112.437-419.102j),(111.746-418.499j),(52.367-379.299j),(114.381-420.732j),(114.761-421.055j),,,1.0,1.0,,0.164,,0 days 00:24:18.789868
5.24,0.21,0.5,2.0,100,25.0,50,3,(115.522-417.492j),(114.833-416.899j),(33.145-359.287j),(117.463-419.398j),(117.839-419.711j),(117.839-419.711j),(33.145-359.287j),0.99,1.0,1.08,0.231,0.283,0 days 00:35:36.681676
5.24,0.21,0.5,2.0,100,25.0,60,3,(86.083-414.883j),(85.707-414.418j),(33.145-359.287j),(85.304-417.771j),(85.538-418.004j),(85.538-418.004j),(85.277-540.225j),1.0,1.0,1.02,0.18,0.225,0 days 01:48:38.520374
5.24,0.21,0.5,2.0,100,25.0,50,2,(77.241-435.897j),(76.927-435.408j),(33.145-359.287j),(72.996-441.623j),(73.253-441.842j),(73.253-441.842j),(85.277-540.225j),1.0,1.0,1.03,0.199,0.167,0 days 01:18:12.467842
8.093,0.324,0.5,2.0,100,25.0,50,3,(155.657-79.111j),(155.322-79.192j),(16.232-256.484j),(189.506-97.258j),(189.423-97.275j),(189.423-97.275j),(16.232-256.484j),1.0,1.0,0.97,1.292,1.186,0 days 00:35:37.437310
8.093,0.324,0.5,2.0,100,25.0,60,3,(191.775-392.087j),(191.204-391.798j),(16.232-256.484j),(192.819-406.62j),(193.14-406.621j),(193.14-406.621j),(35.847-508.137j),1.0,1.0,1.1,0.507,0.421,0 days 01:48:34.292564
8.093,0.324,0.5,2.0,100,25.0,50,2,(55.361-410.057j),(55.068-409.701j),(16.232-256.484j),(56.063-411.037j),(56.216-411.226j),(56.216-411.226j),(35.847-508.137j),0.99,1.0,1.01,0.382,0.217,0 days 01:18:16.522657
12.5,0.5,0.5,2.0,100,25.0,40,3,failed,failed,failed,failed,failed,,,failed,failed,,failed,,0 days 00:03:13.959716
12.5,0.5,0.5,2.0,100,25.0,50,3,(194.892-126.577j),(194.461-126.661j),(7.986-193.061j),(221.728-145.983j),(221.763-145.937j),(221.763-145.937j),(7.986-193.061j),1.0,1.0,1.01,0.853,0.859,0 days 00:35:37.606285
12.5,0.5,0.5,2.0,100,25.0,60,3,(5.209-1.079j),(5.161-1.089j),(7.986-193.061j),(55.22-8.936j),(55.045-9.107j),(55.045-9.107j),(16.152-507.64j),0.99,1.0,0.56,36.4,16.139,0 days 01:48:41.617937
12.5,0.5,0.5,2.0,100,25.0,50,2,(231.394-170.911j),(231.014-170.848j),(7.986-193.061j),(256.996-196.846j),(256.966-196.83j),(256.966-196.83j),(16.152-507.64j),1.0,1.0,1.02,0.78,1.285,0 days 01:18:17.351757
